name,artist,artist_followers,artist_genres,album,release_date,album_total_tracks,duration,explicit,popularity
Tình Ca Tình Ta - Cukak Remix,kis,3641,[],Tình Ca Tình Ta (Cukak Remix),2022-03-09,1,213651,False,41
Tình Ca Tình Ta - Lofi,kis,3641,[],Tình Ca Tình Ta (Lofi),2022-03-09,1,194562,False,39
Em Là Nhất,kis,3641,[],Em Là Nhất,2021-12-31,1,253724,False,36
Em Là Nhất - Remix,kis,3641,[],Em Là Nhất (Remix),2022-03-09,1,244826,False,27
Em Không Được Phép Buồn Rầu,kis,3641,[],Em Không Được Phép Buồn Rầu,2022-08-20,1,189971,False,18
Tình Ca Tình Ta - Beat,kis,3641,[],Tình Ca Tình Ta,2021-06-30,2,173949,False,16
Tình Ca Tình Ta (Acoustic Version),kis,3641,[],Tình Ca Tình Ta (Acoustic Version),2022-06-01,1,214973,False,15
Đắm Tình,kis,3641,[],Đắm Tình,2022-09-11,2,227096,False,14
Chỉ Muốn Bên Em Lúc Này (Lofi Ver.),Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Lâu Phai #2,2021-01-25,18,264645,False,48
Cô Ấy Nói (Lofi Ver.),Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Cô Ấy Nói,2021-06-11,2,333000,False,44
Bông Hoa Đẹp Nhất (Lofi Ver.),Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Lâu Phai #2,2021-01-25,18,298983,False,44
Nụ Cười Em Là Nắng - Lofi,Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Orinn Remix 3,2022-02-18,8,277894,False,42
Giang Hải Không Độ Nàng (Orinn Remix),Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Giang Hải Không Độ Nàng (Orinn Remix),2022-09-08,1,195500,False,41
Forget Me Now - Lofi,Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Forget Me Now (Lofi),2022-03-22,1,232005,False,41
Kẻ Theo Đuổi Ánh Sáng (Lofi),Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Kẻ Theo Đuổi Ánh Sáng (Lofi),2021-10-18,4,198901,False,40
Như Anh Đã Thấy Em - Lofi,Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Như Anh Đã Thấy Em (Lofi),2022-07-11,1,336000,False,40
Cảm Ơn Vì Tất Cả (Lofi),Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Cảm Ơn Vì Tất Cả (Lofi),2022-05-29,1,271804,False,40
Anh Yêu Em Nhiều Lắm (Lofi Ver.),Orinn,244346,"['viet lo-fi', 'viet remix', 'vinahouse']",Lâu Phai #2,2021-01-25,18,279017,False,40
Đổi Hạnh Phúc Lấy Cô Đơn,Song Luân,541,[],Đổi Hạnh Phúc Lấy Cô Đơn,2022-08-28,1,231079,False,48
Có Khi Ta Lại Say - Remix,Song Luân,541,[],Có Khi Ta Lại Say (Remix),2018-06-14,1,234146,False,22
Giấu Đằng Sau,Song Luân,541,[],Giấu Đằng Sau,2017-09-09,1,274167,False,18
Đẹp Trai Thì Mới Có Nhiều Đứa Yêu,Song Luân,541,[],Đẹp Trai Thì Mới Có Nhiều Đứa Yêu,2015-12-24,1,342707,False,17
Sau Cơn Mưa Nắng Sẽ Về,Song Luân,541,[],Sau Cơn Mưa Nắng Sẽ Về,2019-10-01,1,210666,False,14
Lọ Lem,Song Luân,541,[],Lọ Lem,2019-07-15,1,215294,False,14
Có Khi Ta Lại Say,Song Luân,541,[],Có Khi Ta Lại Say,2018-05-24,1,236727,False,8
Sao Em Lại Tắt Máy?,BMZ,173,[],Sao Em Lại Tắt Máy?,2020-11-21,1,198000,False,55
Quên Đặt Tên,BMZ,173,[],Quên Đặt Tên,2022-06-23,1,334137,False,51
Họ Yêu Ai Mất Rồi,BMZ,173,[],Họ Yêu Ai Mất Rồi,2021-01-20,1,286725,False,46
Hình Như Ta Thích Nhau - Speed Up Version,BMZ,173,[],Hình Như Ta Thích Nhau (Speed Up Version),2022-10-21,1,179555,False,43
Đi Ngang Ngày Buồn,BMZ,173,[],Đi Ngang Ngày Buồn,2021-02-27,1,246000,False,40
Họ Yêu Ai Mất Rồi - Lofi Version,BMZ,173,[],Họ Yêu Ai Mất Rồi (Lofi Version),2021-03-12,1,331039,False,39
Lâu Không Cười,BMZ,173,[],Lâu Không Cười,2022-03-24,1,326307,False,38
Nụ Cười 18 20 - Lofi Version,BMZ,173,[],Nụ Cười 18 20 (Lofi Version),2021-04-01,1,273069,False,37
Hình Như Ta Thích Nhau,BMZ,173,[],Hình Như Ta Thích Nhau,2022-10-20,1,212869,False,36
Bao Lâu Ta Lại Yêu Một Người,BMZ,173,[],Bao Lâu Ta Lại Yêu Một Người,2021-10-05,1,230588,False,35
Happy Xmas (War Is Over),Céline Dion,6887144,['canadian pop'],These are Special Times,1998-10-30,16,254706,False,79
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,6887144,['canadian pop'],Let's Talk About Love,1997-11-14,16,280000,False,74
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,6887144,['canadian pop'],Falling into You,1996-03-11,16,273666,False,73
It's All Coming Back to Me Now,Céline Dion,6887144,['canadian pop'],Falling into You,1996-03-11,16,456866,False,72
The Power of Love,Céline Dion,6887144,['canadian pop'],The Colour Of My Love,1993-11-09,15,342400,False,70
I'm Alive,Céline Dion,6887144,['canadian pop'],A New Day Has Come,2002-03-22,17,210226,False,68
The Prayer,Céline Dion,6887144,['canadian pop'],These are Special Times,1998-10-30,16,268933,False,68
All By Myself,Céline Dion,6887144,['canadian pop'],Falling into You,1996-03-11,16,312306,False,67
O Holy Night,Céline Dion,6887144,['canadian pop'],These are Special Times,1998-10-30,16,320760,False,66
That's the Way It Is,Céline Dion,6887144,['canadian pop'],The Very Best of Celine Dion,1999,14,241373,False,65
Dịu Dàng Em Đến,ERIK,752134,['v-pop'],Dịu Dàng Em Đến,2021-08-30,1,185000,False,54
"3107 4 (feat. Erik, Nâu)",ERIK,752134,['v-pop'],"3107 4 (feat. Erik, Nâu)",2022-07-31,1,213913,False,52
Chạy Về Khóc Với Anh,ERIK,752134,['v-pop'],Chạy Về Khóc Với Anh,2022-01-26,1,223658,False,52
Đau Nhất Là Lặng Im,ERIK,752134,['v-pop'],Đau Nhất Là Lặng Im,2022-02-17,1,286153,False,48
"Em Không Sai, Chúng Ta Sai",ERIK,752134,['v-pop'],"Em Không Sai, Chúng Ta Sai",2020-05-07,1,291529,False,48
Đừng Xin Lỗi Nữa,ERIK,752134,['v-pop'],Đừng Xin Lỗi Nữa,2018-01-18,1,231397,False,47
Chưa Bao Giờ Mẹ Kể,ERIK,752134,['v-pop'],Chưa Bao Giờ Mẹ Kể,2017-06-30,3,258689,False,45
Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”),ERIK,752134,['v-pop'],Lac Nhau Co Phai Muon Doi (Music From “Cho Em Den Ngay Mai”),2017-01-16,1,316866,False,43
Mình Chia Tay Đi,ERIK,752134,['v-pop'],Mình Chia Tay Đi,2018-09-05,1,245248,False,43
Lac Nhau Co Phai Muon Doi. - Original,ERIK,752134,['v-pop'],Lac Nhau Co Phai Muon Doi. (Original),2018-05-25,1,282575,False,39
Váy Cưới - Cover Hot TikTok,Duyn203,173,[],Váy Cưới (Cover Hot TikTok),2021-11-22,2,170575,False,28
Váy Cưới - Cover Hot TikTok - Instrumental,Duyn203,173,[],Váy Cưới (Cover Hot TikTok),2021-11-22,2,170575,False,3
Ngã Tư Không Đèn,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Chỉ Có Thể Là Anh,2022-06-18,11,218250,False,60
Đâu Cần Một Bài Ca Tình Yêu,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Đâu Cần Một Bài Ca Tình Yêu,2019-09-19,2,195514,False,47
Một Ngày Mãi Mãi,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Một Ngày Mãi Mãi,2022-12-03,1,189954,False,42
Và Khi Ta Ngả Nghiêng,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Tỉnh Giấc Khi Ông Trời Đang Ngủ,2019,10,272000,False,39
Bụi Hoa Giấy,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Người Tình,2018,5,234000,False,36
Thư Cho Anh,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Người Tình,2018,5,241621,False,35
Chưa Được Yêu Như Thế,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Chỉ Có Thể Là Anh,2022-06-18,11,254000,False,34
Một Người Nhẹ Nhàng Hơn,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Chỉ Có Thể Là Anh,2022-06-18,11,241000,False,34
Giữ Cho Em Một Thế Giới,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Giữ Cho Em Một Thế Giới,2019,1,122000,False,34
Em Sẽ Không Để Anh Phải Cô Đơn,TRANG,91806,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Em Sẽ Không Để Anh Phải Cô Đơn,2020-12-15,1,244000,False,33
Giữa Đại Lộ Đông Tây,Uyên Linh,177230,['v-pop'],Giữa Đại Lộ Đông Tây,2021-11-04,1,226666,False,44
Mùa Đông Chưa Bao Giờ Tới (feat. Vũ.),Uyên Linh,177230,['v-pop'],Mùa Đông Chưa Bao Giờ Tới (feat. Vũ.),2020-11-30,1,267428,False,38
Giữa Đại Lộ Đông Tây - Live at XHTĐRLX,Uyên Linh,177230,['v-pop'],Giữa Đại Lộ Đông Tây (Live at XHTĐRLX),2021-03-26,1,207500,False,37
Bài Hát Của Em,Uyên Linh,177230,['v-pop'],PORTRAIT,2021-04-29,9,227727,False,35
Khi Giấc Mơ Về,Uyên Linh,177230,['v-pop'],Khi Giấc Mơ Về,2021-09-21,1,252631,False,32
Nếu Có Một Ngày,Uyên Linh,177230,['v-pop'],Nếu Có Một Ngày,2018-12-14,1,256586,False,30
Mùa Đông Chưa Bao Giờ Tới - Live at XHTĐRLX,Uyên Linh,177230,['v-pop'],"Xuân Hạ Thu Đông, rồi lại Xuân (Tập 10)",2021-03-25,5,286000,False,30
Chờ Người Nơi Ấy (MiniShow Đà Lạt),Uyên Linh,177230,['v-pop'],Thanh Âm Hoàng Hôn (MiniShow Đà Lạt),2022-02-25,13,140401,False,29
Chỉ Là Giấc Mơ,Uyên Linh,177230,['v-pop'],"Giấc Mơ Tôi, Vol. 1",2017-10-26,6,316421,False,27
Chiếc Lá Mùa Đông,Uyên Linh,177230,['v-pop'],Holiday Special 2016,2017-10-26,6,232071,False,27
An Thần,Thắng,5286,[],An Thần,2021-10-21,1,174286,False,57
Hình Trái Tim,Thắng,5286,[],Hình Trái Tim,2022-11-18,1,236689,False,42
An Thần Không Tune,Thắng,5286,[],An Thần Không Tune,2021-11-04,1,137805,False,39
Đã Xem,Thắng,5286,[],Đã Xem,2022-12-22,1,172035,False,37
Cố Xa Nhau,Thắng,5286,[],Giấy Trắng,2022-09-12,4,223606,False,36
Giấy Trắng,Thắng,5286,[],Giấy Trắng,2022-09-12,4,159661,False,36
Mưa Giữa Bài,Thắng,5286,[],Giấy Trắng,2022-09-12,4,166451,False,33
Viết Nhạc Cưa Em,Thắng,5286,[],Giấy Trắng,2022-09-12,4,177335,False,30
Đám Cưới Trong Mây,Thắng,5286,[],Miền Đất Còn Lại,2022-06-06,8,271710,False,26
Nỗi Buồn Thổi Lại,Thắng,5286,[],Miền Đất Còn Lại,2022-06-06,8,263594,False,23
từ chối nhẹ nhàng thôi,Bich Phuong,1184025,['v-pop'],tâm trạng tan hơi chậm một chút,2020-05-17,4,246818,False,50
em bỏ hút thuốc chưa (feat. traitimtrongvang),Bich Phuong,1184025,['v-pop'],tâm trạng tan hơi chậm một chút,2020-05-17,4,216000,False,48
Một Cú Lừa,Bich Phuong,1184025,['v-pop'],tâm trạng tan hơi chậm một chút,2020-05-17,4,208695,False,47
Đi Đu Đưa Đi,Bich Phuong,1184025,['v-pop'],Đi Đu Đưa Đi,2019-08-28,1,220169,False,46
Gửi Anh Xa Nhớ,Bich Phuong,1184025,['v-pop'],Gửi Anh Xa Nhớ,2016-09-08,2,256271,False,44
Rằng Em Mãi Ở Bên,Bich Phuong,1184025,['v-pop'],Rằng Em Mãi Ở Bên,2015-04-11,1,222666,False,42
Bùa Yêu,Bich Phuong,1184025,['v-pop'],Dramatic,2018-11-21,7,241649,False,40
Phai Dấu Cuộc Tình,Bich Phuong,1184025,['v-pop'],Điều Chưa Từng Nói,2017-12-01,5,274117,False,39
Một Cú Lừa (Đu Đưa Version),Bich Phuong,1184025,['v-pop'],tâm trạng tan hơi chậm một chút,2020-05-17,4,224347,False,35
Diệu Kỳ Việt Nam,Bich Phuong,1184025,['v-pop'],Diệu Kỳ Việt Nam,2021-01-17,1,285473,False,35
Bất Bình Thường,WHEE!,3909,"['indie viet', 'v-pop']",Bất Bình Thường,2020-04-01,2,208518,False,56
Bất Chấp,WHEE!,3909,"['indie viet', 'v-pop']",Bất Chấp,2020-10-13,1,184297,False,50
Bất Bình Thường - Lofi,WHEE!,3909,"['indie viet', 'v-pop']",Bất Bình Thường (Lofi),2021-11-01,1,222245,False,36
Bất Bình Thường - Speed Up,WHEE!,3909,"['indie viet', 'v-pop']",Bất Bình Thường (Speed Up),2022-08-01,1,191454,False,29
Thoáng Qua,WHEE!,3909,"['indie viet', 'v-pop']",Thoáng Qua,2022-05-26,1,194446,False,27
Anh Chưa Từng,WHEE!,3909,"['indie viet', 'v-pop']",Anh Chưa Từng,2021-04-26,1,249333,False,26
My Last Goodbye,WHEE!,3909,"['indie viet', 'v-pop']",My Last Goodbye,2020-12-24,1,258970,False,21
Bất Bình Thường - Lofi,WHEE!,3909,"['indie viet', 'v-pop']",Bất Bình Thường (Lofi),2021-12-12,1,197353,False,20
Bất Bình Thường - Retro Mix,WHEE!,3909,"['indie viet', 'v-pop']",Bất Bình Thường (Retro Mix),2021-02-25,1,232419,True,19
Bất Bình Thường - Slowed,WHEE!,3909,"['indie viet', 'v-pop']",Bất Bình Thường (Slowed),2021-11-16,1,148921,False,17
Say You Do,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",Say You Do,2015-08-01,2,220343,False,54
Em Khong The,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",Em Khong The,2018-10-27,1,250773,False,48
Đâu Cần Một Bài Ca Tình Yêu,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",Đâu Cần Một Bài Ca Tình Yêu,2019-09-19,2,195514,False,47
NOEL Biết Yêu,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",NOEL Biết Yêu,2022-12-10,1,185379,False,47
Lo Xa,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",Lo Xa,2020-12-18,1,167148,False,45
Khi ông mặt trời khóc,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",Khi ông mặt trời khóc,2022-09-23,1,233000,False,44
My Everything,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",My Everything,2015-09-19,3,197739,False,43
Cần Gì Hơn,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",Cần Gì Hơn,2020-03-10,1,206890,False,39
Vì Tôi Còn Sống - 3rd Single 2015,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",Vì Tôi Còn Sống,2015,1,237639,False,38
Chắc Anh Đang,Tiên Tiên,390187,"['v-pop', 'vietnamese singer-songwriter']",Chắc Anh Đang,2018-09-19,2,191074,False,35
có hẹn với thanh xuân,MONSTAR,91151,['v-pop'],Over The Moon,2021-08-01,8,218026,False,57
tình yêu chậm trễ,MONSTAR,91151,['v-pop'],Over The Moon,2021-08-01,8,245333,False,52
giữ lấy làm gì,MONSTAR,91151,['v-pop'],Over The Moon,2021-08-01,8,200963,False,50
nếu mai chia tay (feat. AMEE),MONSTAR,91151,['v-pop'],Over The Moon,2021-08-01,8,205434,False,38
baby i told u,MONSTAR,91151,['v-pop'],Over The Moon,2021-08-01,8,254040,False,38
Chỉ Cần Là Mình Cùng Nhau (Here We Go),MONSTAR,91151,['v-pop'],Chỉ Cần Là Mình Cùng Nhau (Here We Go),2017-07-07,2,261600,False,35
over the moon (intro),MONSTAR,91151,['v-pop'],Over The Moon,2021-08-01,8,82285,False,32
ai buồn giơ tay,MONSTAR,91151,['v-pop'],Over The Moon,2021-08-01,8,192773,False,31
Badadu,MONSTAR,91151,['v-pop'],Badadu,2020-12-15,1,201969,False,29
to the moon and back (outro),MONSTAR,91151,['v-pop'],Over The Moon,2021-08-01,8,90000,False,26
PHONG (feat. TGSN & Tyronee),VSTRA,81815,[],PHONG (feat. TGSN & Tyronee),2022-05-20,1,212000,True,57
Internet Love,VSTRA,81815,[],Internet Love,2021-02-14,1,219082,False,53
Tết Real Khum?,VSTRA,81815,[],Tết Real Khum?,2022-01-05,1,218216,False,36
Giáng Sinh Trong Mơ (feat. Tyronee),VSTRA,81815,[],Giáng Sinh Trong Mơ (feat. Tyronee),2021-12-24,1,249697,False,31
Share The Night,VSTRA,81815,[],1 On 1,2022-10-08,6,257142,False,24
Mình Cùng Yêu Nhau,VSTRA,81815,[],Mình Cùng Yêu Nhau,2020-12-17,1,236078,False,22
Nhạc Buồn Ngày 2 (extended version),VSTRA,81815,[],Nhạc Buồn Ngày 2 (extended version),2022-10-20,1,264000,False,20
See Tình - Cucak Remix - Cukak Remix,Hoang Thuy Linh,688781,['v-pop'],See Tình - Cucak Remix (Cukak Remix),2022-05-05,1,170158,False,70
See Tình (Speed Up Version),Hoang Thuy Linh,688781,['v-pop'],See Tình (Speed Up Version),2022-05-05,1,142105,False,64
See Tình,Hoang Thuy Linh,688781,['v-pop'],LINK,2022-08-11,9,185002,False,54
không một bài hát nào có thể diễn tả cảm xúc của em lúc này. (feat. Thanh Bui),Hoang Thuy Linh,688781,['v-pop'],LINK,2022-08-11,9,240500,False,56
Bo Xì Bo,Hoang Thuy Linh,688781,['v-pop'],LINK,2022-08-11,9,172000,False,56
Em Day Chang Phai Thuy Kieu,Hoang Thuy Linh,688781,['v-pop'],Hoang,2019-10-20,9,214499,False,53
Ke Cap Gap Ba Gia (feat. BINZ),Hoang Thuy Linh,688781,['v-pop'],Hoang,2019-10-20,9,231504,False,50
Gieo Quẻ (feat. Den),Hoang Thuy Linh,688781,['v-pop'],LINK,2022-08-11,9,198947,False,49
Làm Gì Phải Hốt,Hoang Thuy Linh,688781,['v-pop'],Làm Gì Phải Hốt,2020-01-05,1,189296,False,49
Duyen Am,Hoang Thuy Linh,688781,['v-pop'],Hoang,2019-10-20,9,179541,False,47
ngủ một mình,Negav,5343,['vietnamese hip hop'],ngủ một mình,2022-11-17,1,181132,False,55
ngủ một mình (tình rất tình),Negav,5343,['vietnamese hip hop'],ngủ một mình (tình rất tình),2022-12-15,1,192000,False,49
sao trông em lại như thế này,Negav,5343,['vietnamese hip hop'],sao trông em lại như thế này,2020-10-05,1,202171,False,41
Cây Thông Cô Đơn,Negav,5343,['vietnamese hip hop'],Cây Thông Cô Đơn,2021-05-14,1,142582,False,34
Babyboo,Negav,5343,['vietnamese hip hop'],Babyboo,2020-05-14,1,145850,False,34
Do You Right,Negav,5343,['vietnamese hip hop'],Do You Right,2022-10-14,3,230009,False,32
Em Sẽ Báo Công An,Negav,5343,['vietnamese hip hop'],Em Sẽ Báo Công An,2022-07-25,1,201000,False,31
213 (feat. Negav),Negav,5343,['vietnamese hip hop'],những tổn thương đã qua,2022-12-20,5,210000,False,27
Don't Let Them Know,Negav,5343,['vietnamese hip hop'],Don't Let Them Know,2022-11-30,1,206392,False,26
Haters Gonna Hate,Negav,5343,['vietnamese hip hop'],King Of Rap Tập 1,2020-08-30,17,110000,False,12
Phải Chăng Em Đã Yêu? (feat. RedT),Juky San,73420,['v-pop'],Phải Chăng Em Đã Yêu? (feat. RedT),2021-02-12,1,190000,False,52
Cứ Thở Đi,Juky San,73420,['v-pop'],Cứ Thở Đi,2022-05-27,1,225000,False,42
Thở,Juky San,73420,['v-pop'],Thở,2021-04-08,1,228050,False,39
Có Một Người Từng Là Tất Cả,Juky San,73420,['v-pop'],Có Một Người Từng Là Tất Cả,2020-12-29,2,299690,False,36
Tuổi Đá Buồn,Juky San,73420,['v-pop'],Tuổi Đá Buồn,2022-06-07,1,247804,False,36
Thiên Hạ Hữu Tình Nhân,Juky San,73420,['v-pop'],Thiên Hạ Hữu Tình Nhân,2020-09-14,1,157714,False,34
Tình Yêu Màu Nắng,Juky San,73420,['v-pop'],Symphonies Juky San No.22,2022-11-08,4,163374,False,31
Bản Giao Hưởng Mùa Đông,Juky San,73420,['v-pop'],Bản Giao Hưởng Mùa Đông,2022-11-01,1,204761,False,31
Tình Bạn Vạn Người Mê,Juky San,73420,['v-pop'],Tình Bạn Vạn Người Mê,2022-07-12,1,170322,False,29
Mùa Thu Cho Em,Juky San,73420,['v-pop'],Mùa Thu Cho Em,2022-10-27,1,242364,False,28
Thích Em Hơi Nhiều,Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Thích Em Hơi Nhiều,2021-06-18,1,171741,False,61
Trao,Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Chiều Hôm Ấy Anh Thấy Màu Đỏ,2022-12-08,8,191937,False,51
Cơn Đau,Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Cơn Đau,2022-06-30,1,219058,False,48
Fashion Tán Gái,Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Fashion Tán Gái,2021-12-28,1,225822,False,47
Thói Quen,Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Baby With You - EP,2022-10-14,2,213167,False,47
Bắt Vía (feat. Wren Evans & Mew Amazing),Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",LINK,2022-08-11,9,204000,False,47
Màu Đỏ (Interlude),Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Chiều Hôm Ấy Anh Thấy Màu Đỏ,2022-12-08,8,64355,False,44
Gặp May,Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Gặp May,2022-01-19,1,186916,False,44
Mấy Khi,Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Chiều Hôm Ấy Anh Thấy Màu Đỏ,2022-12-08,8,148714,False,43
Anh Thấy (Interlude),Wren Evans,36075,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Chiều Hôm Ấy Anh Thấy Màu Đỏ,2022-12-08,8,38312,False,42
Hào Khí Việt Nam,FM band,101,[],Bài Ca Người Lính,2021-12-28,15,285779,False,14
Hào Khí Việt Nam (New Version),FM band,101,[],Hiển Vinh Lạc Hồng,2022-01-06,4,281286,False,4
Mùa Đông Yêu Thương,FM band,101,[],Gom Ngàn Yêu Thương,2021-11-11,33,253675,False,3
Việt Nam Ơi Mùa Xuân Đến Rồi,FM band,101,[],Việt Nam Gấm Hoa,2021-11-25,15,209946,False,3
Dòng Máu Lạc Hồng,FM band,101,[],Cây Đàn Của Ông,2021-11-11,13,401920,False,3
Về Quê Ăn Tết,FM band,101,[],Tết 2020 (Gala Nhạc Việt 14),2020-01-14,12,249961,False,2
Đất Phương Nam,FM band,101,[],Việt Nam Gấm Hoa,2021-11-25,15,269714,False,0
Con Rồng Việt Nam,FM band,101,[],Việt Nam Gấm Hoa,2021-11-25,15,287268,False,0
19 Tháng 8,FM band,101,[],Cây Đàn Của Ông,2021-11-11,13,175360,False,0
Lời Đất Nước Gọi Ta,FM band,101,[],Bài Ca Người Lính,2021-12-28,15,213028,False,0
Ngày Mai Em Đi,Touliver,165565,['v-pop'],Ngày Mai Em Đi,2017-08-02,1,218400,False,50
Gene,Touliver,165565,['v-pop'],Gene,2019-05-12,1,228000,False,44
They Said,Touliver,165565,['v-pop'],They Said,2017-12-02,1,234418,True,41
Krazy (feat. EVY),Touliver,165565,['v-pop'],Krazy (feat. EVY),2018-01-31,1,228750,True,40
"Em Ơi Cứ Vui (feat. 1DEE, F & EVY)",Touliver,165565,['v-pop'],"Em Ơi Cứ Vui (feat. 1DEE, F & EVY)",2017-09-20,1,199687,False,37
1 Cọng Tóc Mai (feat. Touliver),Touliver,165565,['v-pop'],CONG,2022-11-01,8,202105,False,32
Kính Vạn Hoa (feat. Tiên Tiên),Touliver,165565,['v-pop'],Kính Vạn Hoa (feat. Tiên Tiên),2022-01-05,1,224307,False,28
Gene (OLY Remix) [Radio Edit],Touliver,165565,['v-pop'],Gene (HPM Collective Remix EP),2019-08-23,6,201600,False,24
September Flower,Touliver,165565,['v-pop'],September Flower,2017-10-03,1,228750,False,24
Về Đội Của Anh,Touliver,165565,['v-pop'],Về Đội Của Anh,2015-12-14,1,240047,False,21
Vệ Tinh,Hoang Ton,226794,['v-pop'],Vệ Tinh,2022-08-11,1,219428,False,54
Yêu Em Rất Nhiều,Hoang Ton,226794,['v-pop'],Yêu Em Rất Nhiều,2017-09-22,1,269960,False,53
Tình Yêu Ngủ Quên,Hoang Ton,226794,['v-pop'],Tình Yêu Ngủ Quên,2021-06-12,1,177600,False,50
Tình Yêu Ngủ Quên - Chill Version,Hoang Ton,226794,['v-pop'],Tình Yêu Ngủ Quên (Chill Version),2021-06-09,1,173999,False,46
Em Còn Nhớ Anh Không - Remastered,Hoang Ton,226794,['v-pop'],Em Còn Nhớ Anh Không (Remastered),2021-04-26,1,251786,False,44
Dành Cho Em,Hoang Ton,226794,['v-pop'],Hoàng Tôn: The Hits Collection,2015-01-01,14,238773,False,43
Không Cần Phải Nói Nhiều,Hoang Ton,226794,['v-pop'],Không Cần Phải Nói Nhiều,2022-05-10,1,246271,False,41
Để Em Rời Xa - Ballad Version,Hoang Ton,226794,['v-pop'],Hoàng Tôn: The Hits Collection,2015-01-01,14,199266,False,34
Nước Hoa,Hoang Ton,226794,['v-pop'],Nước Hoa,2021-01-21,1,235636,False,33
Quan Tâm Em Mỗi Ngày,Hoang Ton,226794,['v-pop'],Quan Tâm Em Mỗi Ngày,2022-04-20,1,247272,False,26
Tình Đắng Như Ly Cà Phê,nân,20019,"['indie viet', 'v-pop']",Tình Đắng Như Ly Cà Phê,2018-04-01,1,215172,False,58
"Có Chuyện, Cùng Chill",nân,20019,"['indie viet', 'v-pop']","Có Chuyện, Cùng Chill",2022-07-15,1,230304,False,40
Mưa Giữa Bài,nân,20019,"['indie viet', 'v-pop']",Giấy Trắng,2022-09-12,4,166451,False,33
Không Phải Em Thì Không Ai Khác (#Kpetkak),nân,20019,"['indie viet', 'v-pop']",Không Phải Em Thì Không Ai Khác (#Kpetkak),2020-04-09,1,246371,False,26
drivers license,nân,20019,"['indie viet', 'v-pop']",drivers license,2022-06-24,1,235861,False,20
Hình Dạng Của Nước,nân,20019,"['indie viet', 'v-pop']",Đây Là Mơ,2021-12-30,10,354461,False,13
Em Như Nào Cũng Được,Ngô Lan Hương,26003,['v-pop'],Em Như Nào Cũng Được,2020-02-10,1,246810,False,45
"Tuổi Mộng Mơ - From ""#Trầm""",Ngô Lan Hương,26003,['v-pop'],#Trầm,2022-01-13,6,201592,False,38
Yêu Đừng Sợ Đau,Ngô Lan Hương,26003,['v-pop'],Yêu Đừng Sợ Đau,2021-01-06,1,361562,False,35
